index,domain,subject,topic,problem,solution,answers,answer_type,unit,is_multiple_answer,language,level
127,Electromagnetism,Electrodynamics,Propagation and Radiation of Electromagnetic Waves,"An electromagnetic wave in a vacuum has an electric field given by

$$
\begin{aligned}
& E_{x}=0 \\
& E_{y}=30 \cos \left(2 \pi \times 10^{8} t-\frac{2 \pi}{3} x\right) \\
& E_{z}=0
\end{aligned}
$$

The unit of \( E \) is \(\mathrm{V/m}\), the unit of \( t \) is \(\mathrm{s}\), and the unit of \( x \) is \(\mathrm{m}\). Find: The direction of the magnetic field.","Since \(\boldsymbol{E}\), \(\boldsymbol{B}\), and \(\boldsymbol{k}\) form a right-handed orthogonal coordinate system, the magnetic field is in the \( z \)-direction.",\boxed{z},NV,,False,EN,Laws Application
129,Electromagnetism,Electrodynamics,Propagation and Radiation of Electromagnetic Waves,"Determine the boundary conditions that the magnetic field \(\boldsymbol{H}\) satisfies at the waveguide walls \(x=0, a\) and \(y=0, b\).","From \(\boldsymbol{n} \cdot \boldsymbol{B}=0\), we have:
\[
\begin{array}{ll}
\text{At the } x=0, a \text{ surfaces,} & H_{x}=0 \\
\text{At the } y=0, b \text{ surfaces,} & H_{y}=0 \tag{5}
\end{array}
\]

Applying equation (3) to the boundary surfaces, and considering \(\boldsymbol{n} \times \boldsymbol{E}=0\), we have:
\[
\begin{array}{lll}
\text{At the } x=0, a \text{ surfaces,} & \frac{\partial H_{z}}{\partial x}=0, & \frac{\partial H_{y}}{\partial x}=\frac{\partial H_{x}}{\partial y} \\
\text{At the } y=0, b \text{ surfaces,} & \frac{\partial H_{z}}{\partial y}=0, & \frac{\partial H_{y}}{\partial x}=\frac{\partial H_{x}}{\partial y} \tag{6}
\end{array}
\]","\boxed{H_{x}=0, H_{y}=0, \frac{\partial H_{z}}{\partial x}=0, \frac{\partial H_{z}}{\partial y}=0}","EQ, EQ, EQ, EQ","None, None, None, None",True,EN,Laws Application
130,Electromagnetism,Electrodynamics,Relativistic Electrodynamics,"Assume a non-relativistic charged particle in a cyclotron experiences significant radiation energy loss. Analyze this situation for a particle with known mass, charge, and initial kinetic energy, given that the particle initially undergoes circular motion in a uniform magnetic field within the accelerator. Express the particle's kinetic energy as a function of time.","Let the mass of the particle be $m$, charge be $q$, and its kinetic energy at time $t$ be $E$. Since the particle is non-relativistic, the radiation loss per revolution is much smaller than its kinetic energy, even for an electron. Thus, we can assume that at time $t$, the particle still undergoes circular motion with radius $R$, and its radiation power is

$$
P = \frac{q^{2}}{6 \pi \varepsilon_{0} c^{3}} v^{2}
$$

For a charged particle undergoing circular motion in a uniform magnetic field $B$, the equation of motion is

$$
m \frac{v^{2}}{R} = q v B
$$

The non-relativistic kinetic energy of the particle is $T = \frac{1}{2} m v^{2}$, hence

$$
P = \frac{q^{4} B^{2} T}{3 \pi \varepsilon_{0} m^{3} c^{3}}
$$

Since the magnetic force does no work on the particle, $P$ equals the rate of decrease of the particle's kinetic energy, or

$$
-\frac{\mathrm{d} T}{\mathrm{~d} t} = \frac{q^{4} B^{2} T}{3 \pi \varepsilon_{0} m^{3} c^{3}}
$$

Assuming the initial kinetic energy is $T_{0}$, the above equation gives

$$
T = T_{0} e^{-\frac{q^{4} B^{2}}{3 \pi \varepsilon_{0} m^{3} c^{3}} t}
$$",\boxed{T = T_{0} e^{-\frac{q^{4} B^{2}}{3 \pi \varepsilon_{0} m^{3} c^{3}} t}},EX,,False,EN,Math Derivation
131,Electromagnetism,Electrodynamics,Interaction of Electromagnetic Fields with Matter,"A pulsar emits a broadband electromagnetic radiation pulse with a width of 1 ms, which then travels through 1000 light-years $\left(10^{19} \mathrm{~m}\right)$ of interstellar space to reach a radio astronomy observatory on Earth. Suppose the interstellar medium contains a low-density plasma with a frequency $\omega_{\mathrm{P}}=5000 \mathrm{rad/s}$. Calculate the difference in the arrival time of the pulse measured by two radio telescopes operating at frequencies of 400 MHz and 1000 MHz, respectively. The dispersion relation of the plasma is given as $\omega^{2}=k^{2} c^{2}+\omega_{\mathrm{P}}^{2}$.","From Problem 7.10, the group velocity of the electromagnetic wave is

$$
v_{\mathrm{g}}=\frac{\partial \omega}{\partial k}=c \sqrt{1-\omega_{\mathrm{P}}^{2} / \omega^{2}}
$$

For the two radio telescopes with operating frequencies $\omega_{1}=400 \mathrm{MHz}, \omega_{2}=1000 \mathrm{MHz}$ and the interstellar distance $L=10^{19} \mathrm{~m}$, the time difference measured by the two telescopes is given by

$$
\begin{aligned}
\Delta t & =\frac{L}{v_{\mathrm{g} 1}}-\frac{L}{v_{\mathrm{g} 2}}=\frac{L}{c}\left[\left(1-\frac{\omega_{\mathrm{P}}^{2}}{\omega_{1}^{2}}\right)^{-\frac{1}{2}}-\left(1-\frac{\omega_{\mathrm{P}}^{2}}{\omega_{2}^{2}}\right)^{-\frac{1}{2}}\right] \\
& \approx 0.055(\mathrm{~s})
\end{aligned}
$$",\boxed{0.055},NV,,False,EN,Practical Application
133,Electromagnetism,Electrodynamics,Propagation and Radiation of Electromagnetic Waves,"A beam of electromagnetic waves with an angular frequency \(\omega\) passes through a medium with a free electron density of \(n_{e}\). Determine the current density induced by the electric field \(\boldsymbol{E}\), assuming the interactions between electrons are neglected.","The equation of motion for the electron is

\[
m_{e} \frac{\mathrm{d} V_{e}}{\mathrm{~d} t} = -e \boldsymbol{E} \tag{1}
\]

In this equation, because \(v \ll c\), the effect of the magnetic field on the electron is ignored. The solution to equation (1) is

\[
V_{e} = -\mathrm{i} \frac{e}{m_{e} \omega} \boldsymbol{E}
\]

Thus, the current density is

\[
\boldsymbol{j} = -n_{e} e \boldsymbol{V}_{e} = \mathrm{i} \frac{n_{e} e^{2} \boldsymbol{E}}{m_{e} \omega} \tag{2}
\]",\boxed{\mathrm{i} \frac{n_{e} e^{2} \boldsymbol{E}}{m_{e} \omega}},EX,,False,EN,Math Derivation
136,Electromagnetism,Electrodynamics,Interaction of Electromagnetic Fields with Matter,"What is the aforementioned depth (in meters) when \( n_{0}=10^{20} \, \mathrm{m}^{-3} \)?","When \( n_{0}=10^{20} \, \mathrm{m}^{-3} \), we have

\[
\omega_{\mathrm{P}}=\left[\frac{10^{20} \times (1.6 \times 10^{-19})^{2}}{9.1 \times 10^{-31} \times 8.85 \times 10^{-12}}\right]^{\frac{1}{2}} \approx 5.64 \times 10^{11} \, \mathrm{Hz}
\]

Therefore, the penetration depth is

\[
\delta=\frac{3 \times 10^{8}}{5.64 \times 10^{11}} \approx 5.3 \times 10^{-4} \, \mathrm{m}
\]",\boxed{5.3 \times 10^{-4}},NV,,False,EN,Laws Application
138,Electromagnetism,Electrodynamics,Propagation and Radiation of Electromagnetic Waves,"Given a plane electromagnetic wave with frequency $\omega$ and wave number $k$, propagating in the $+z$ direction. For $z<0$, the material is air ($\varepsilon=\varepsilon_{0}, \sigma=0$), assuming the permeability of air and the medium are the same, $\mu=\mu_{0}$. Determine the limit values of $k$ under the conditions of a good conductor and a poor conductor.","(b) For a good conductor, $\frac{\sigma}{\varepsilon \omega} \gg 1$, we have

$$
\beta = \alpha \approx \sqrt{\frac{\omega \mu_{0} \sigma}{2}}.
$$

For a poor conductor, $\frac{\sigma}{\varepsilon \omega} \ll 1$, we have

$$
\beta \approx \omega \sqrt{\mu_{0} \varepsilon}, \quad \alpha \approx \frac{\sigma}{2} \sqrt{\frac{\mu_{0}}{\varepsilon}}.
$$","\boxed{\sqrt{\frac{\omega \mu_{0} \sigma}{2}}, \omega \sqrt{\mu_{0} \varepsilon}, \frac{\sigma}{2} \sqrt{\frac{\mu_{0}}{\varepsilon}}}","EX, EX, EX","\mathrm{m}^{-1}, \mathrm{m}^{-1}, \mathrm{s}^{-1}",True,EN,Math Derivation
139,Electromagnetism,Electrodynamics,Propagation and Radiation of Electromagnetic Waves,"The electric field of an electromagnetic wave in a vacuum is given by

$$
\begin{aligned}
& E_{x}=0 \\
& E_{y}=30 \cos \left(2 \pi \times 10^{8} t-\frac{2 \pi}{3} x\right) \\
& E_{z}=0
\end{aligned}
$$

The unit of $E$ is $\mathrm{V/m}$, the unit of $t$ is $\mathrm{s}$, and the unit of $x$ is $\mathrm{m}$. Find the frequency $f$.","Solution

$$
k=\frac{2 \pi}{3} \mathrm{~m}^{-1}, \quad \omega=2 \pi \times 10^{8} \mathrm{~s}^{-1}
$$

$$
f=\frac{\omega}{2 \pi}=10^{8} \mathrm{~Hz}
$$",\boxed{10^8},NV,\text{Hz},False,EN,Knowledge Recall
140,Electromagnetism,Electrodynamics,Relativistic Electrodynamics,"A classical hydrogen atom, at time \( t=0 \), has an electron in the first Bohr orbit. Radiation causes the orbit radius of the electron to decay from \( a_0 \) to \( 0 \). It is known that

\[
\frac{\mathrm{d} r}{\mathrm{~d} t}=-\frac{e^{4}}{12 \pi^{2} \varepsilon_{0}^{2} c^{3} m^{2}} \cdot \frac{1}{r^{2}}
\]

Derive the expression for the time required for the orbit radius to decay to zero due to radiation.","We have

\[
\mathrm{d} t=-\frac{12 \pi^{2} \varepsilon_{0}^{2} c^{3} m^{2} r^{2}}{e^{4}} \mathrm{~d} r
\]

Thus, the decay lifetime is

\[
\tau=\int \mathrm{d} t=-\int_{a_{0}}^{0} \frac{12 \pi^{2} \varepsilon_{0}^{2} c^{3} m^{2} r^{2}}{e^{4}} \mathrm{~d} r=\frac{4 \pi^{2} \varepsilon_{0}^{2} c^{3} m^{2} a_{0}^{3}}{e^{4}}
\]

where \( a_{0}=\hbar^{2} / m e^{2} \) is the first Bohr radius.",\boxed{\frac{4 \pi^{2} \varepsilon_{0}^{2} c^{3} m^{2} a_{0}^{3}}{e^{4}}},NV,,False,EN,Math Derivation
141,Electromagnetism,Electrodynamics,Interaction of Electromagnetic Fields with Matter,"The dispersion relation of electromagnetic waves in a plasma is given by

$$
\omega^{2}(k)=\omega_{\mathrm{P}}^{2}+c^{2} k^{2}
$$

where $\omega_{\mathrm{P}}$ is the plasma frequency

$$
\omega_{\mathrm{pe}}^{2}=\frac{N e^{2}}{\varepsilon_{0} m}
$$

Given that $m$ is the electron mass, $e$ is the electron charge, and $N$ is the electron density. For $\omega > \omega_{\mathrm{P}}$, calculate the propagation speed of the signal in the plasma.","(c) The signal propagation speed is the group velocity

$$
v_{\mathrm{g}}=\frac{\mathrm{d} \omega}{\mathrm{~d} k} = \frac{c^{2} k}{\omega} = c\left(1 - \frac{\omega_{\mathrm{P}}^{2}}{\omega^{2}}\right)^{\frac{1}{2}}
$$

For $\omega > \omega_{\mathrm{P}}$, it is evident that $v_{\mathrm{g}} < c$.",\boxed{c\left(1 - \frac{\omega_{\mathrm{P}}^{2}}{\omega^{2}}\right)^{\frac{1}{2}}},EX,,False,EN,Math Derivation
144,Electromagnetism,Electrodynamics,Interaction of Electromagnetic Fields with Matter,"Derive the expression for the penetration depth of a plane electromagnetic wave with extremely low frequency entering a plasma (where electrons can move freely). Express the result using the electron number density \( n_{0} \), charge \( e \), and mass \( m \). What does extremely low frequency mean in this context?","In a plasma, the dispersion relation is

\[
k^{2}=\frac{\omega^{2}}{c^{2}}\left(1-\frac{\omega_{\mathrm{P}}^{2}}{\omega^{2}}\right)
\]

where \(\omega_{\mathrm{P}}^{2}=\frac{n_{0} e^{2}}{m \varepsilon_{0}}\) is the plasma frequency. Extremely low frequency refers to the frequency of the incident electromagnetic wave \(\omega \ll \omega_{\mathrm{P}}\). In this case, \(k^{2}\) becomes a negative number, meaning the wave number \(k\) is an imaginary number. Let \(k=\mathrm{i} \kappa\), then \(\kappa=\frac{\omega}{c} \sqrt{\frac{\omega_{\mathrm{P}}^{2}}{\omega^{2}}-1}\). Therefore, \(\mathrm{e}^{\mathrm{i} k z}=\mathrm{e}^{-\kappa z}\).

The wave decays exponentially in the plasma, and the penetration depth is defined as

\[
\delta=\frac{1}{\kappa}=\frac{c}{\sqrt{\omega_{\mathrm{P}}^{2}-\omega^{2}}} \approx \frac{c}{\omega_{\mathrm{P}}}
\]","\boxed{\frac{c}{\omega_{\mathrm{P}}}, (\omega, \omega_{\mathrm{P}})}","EX, IN","\text{None}, \text{None}",True,EN,Math Derivation
145,Electromagnetism,Electrodynamics,Interaction of Electromagnetic Fields with Matter,"Given a beam of linearly polarized electromagnetic waves with a wavelength of $\lambda$ being scattered by a small dielectric cylinder with a dielectric constant $K$, radius $b$, and height $h$. It is known that $b \ll h \ll \lambda$, with the cylinder's axis perpendicular to the wave vector of the incident wave, and the electric field direction of the incident wave parallel to the cylinder's axis. Determine the electric dipole moment $\boldsymbol{P}$ of the small cylinder.","Since $b \ll h \ll \lambda$, the small dielectric cylinder can be regarded as a small electric dipole with an electric dipole moment $\boldsymbol{P}$ for the exterior field of the electromagnetic wave, and the electric field generated by $\boldsymbol{P}$ in space is much smaller than the electric field of the incident electromagnetic wave. At the boundary surface of the cylinder's side, due to the continuity of the tangential component of the electric field, the internal electric field of the cylinder can be approximately considered equal to the incident electric field $\boldsymbol{E}=E_{0} \mathrm{e}^{\mathrm{i}(\boldsymbol{k} \cdot \boldsymbol{r} - \omega t)} \boldsymbol{e}_{2}$. By choosing the location of the small electric dipole as the origin of the coordinate system, the electric dipole moment of the small cylinder can be found as

$$
\boldsymbol{P}=\pi b^{2} h \varepsilon_{0}(K-1) E_{0} \mathrm{e}^{-\mathrm{i} \omega t} \boldsymbol{e}_{z}
$$

where the axial direction of the cylinder is chosen as the $z$-axis.","\[
\boxed{\boldsymbol{P} = \pi b^{2} h \varepsilon_{0}(K-1) E_{0} \mathrm{e}^{-\mathrm{i} \omega t} \boldsymbol{e}_{z}}
\]",EQ,,False,EN,Laws Application
148,Electromagnetism,Electrodynamics,Relativistic Electrodynamics,"An electron beam is cylindrical, with a radius of $a$ and a uniform charge density of $\rho_{0}$. Find the repulsive force experienced by the electrons located at a distance $r<a$ from the axis.","Establish a cylindrical coordinate system with the beam's axis of symmetry as the $z$-axis. From Gauss's theorem and axial symmetry, it is easy to determine that the electric field $\boldsymbol{E}$ at a distance $r$ from the axis is

$$
\boldsymbol{E}(r) = \frac{\rho_{0} r}{2 \varepsilon_{0}} \boldsymbol{e}_{r}, \quad r < a
$$

The force on an electron is

$$
\boldsymbol{F} = -e \boldsymbol{E} = -\frac{e \rho_{0} r}{2 \varepsilon_{0}} \boldsymbol{e}_{r}, \quad \rho_{0} < 0 \text{ indicates a repulsive force }
$$",\boxed{-\frac{e \rho_{0} r}{2 \varepsilon_{0}} \boldsymbol{e}_{r}},EX,,False,EN,Laws Application
